parent_asin,happier_group
B07F1YRV23,100% verified are happier
B07F1Z4XRM,0% non-verified are happier
B07F22D6CN,100% verified are happier
B07F239ZKD,100% non-verified are happier
B07F23HK2K,100% verified are happier
B07F23Y2XH,0% non-verified are happier
B07F24B65S,100% verified are happier
B07F27D54R,100% verified are happier
B07F27DK7C,100% verified are happier
B07F284Y87,100% verified are happier
B07F292PSH,100% verified are happier
B07F294PZW,100% verified are happier
B07F29G7VN,100% verified are happier
B07F29PJWP,100% verified are happier
B07F2BBDDF,100% verified are happier
B07F2BF4MC,100% verified are happier
B07F2BK58N,100% verified are happier
B07F2BPF7T,100% verified are happier
B07F2C27JQ,Sentiment is neutral for both
B07F2CJ5SV,100% verified are happier
B07F2CLNGX,100% verified are happier
B07F2LBPWF,Sentiment is neutral for both
B07F2LR9LQ,100% verified are happier
B07F2LYYRN,100% verified are happier
B07F2M59WB,100% verified are happier
B07F2NMXH7,100% verified are happier
B07F2NQJFF,100% verified are happier
B07F2P4WVW,100% verified are happier
B07F2PJKQG,100% verified are happier
B07F2PLZ33,100% non-verified are happier
B07F2QLMSK,100% verified are happier
B07F2QMNCC,100% verified are happier
B07F2SPM9S,100% verified are happier
B07F2TW631,Sentiment is neutral for both
B07F2WB9H3,100% verified are happier
B07F2WLSRP,100% verified are happier
B07F2WM8GH,100% verified are happier
B07F2ZTF26,100% verified are happier
B07F2ZYHGP,100% verified are happier
B07F318R71,0% non-verified are happier
B07F31QNTQ,100% verified are happier
B07F324N63,100% verified are happier
B07F32MCTW,100% verified are happier
B07F32R8PS,0% non-verified are happier
B07F342X3T,100% verified are happier
B07F344MLX,0% verified are happier
B07F34BF9L,100% verified are happier
B07F34GMKC,100% verified are happier
B07F351TDL,100% verified are happier
B07F356FVF,100% verified are happier
B07F361L82,100% verified are happier
B07F36LYJL,100% non-verified are happier
B07F37N6WR,0% non-verified are happier
B07F3C1QG4,100% non-verified are happier
B07F3C9YD8,100% verified are happier
B07F3CPQMZ,100% verified are happier
B07F3FVZMG,100% verified are happier
B07F3GYV9Y,100% verified are happier
B07F3KJJHY,100% verified are happier
B07F3KN4WB,100% non-verified are happier
B07F3MD76X,100% verified are happier
B07F3MG3C1,100% verified are happier
B07F3MV8QH,100% verified are happier
B07F3P7Z63,100% verified are happier
B07F3P9NKX,100% non-verified are happier
B07F3QT9LV,100% verified are happier
B07F3RBWDH,100% verified are happier
B07F3RH7DD,93% verified are happier
B07F3TDWSW,100% verified are happier
B07F3TNCMK,100% verified are happier
B07F3V1G9N,100% non-verified are happier
B07F3WKMDH,0% non-verified are happier
B07F3X78DT,0% non-verified are happier
B07F3XLPNL,100% verified are happier
B07F3ZC89D,100% verified are happier
B07F3ZKSMP,0% non-verified are happier
B07F437KGG,100% verified are happier
B07F44ZNZN,100% verified are happier
B07F463X6G,0% non-verified are happier
B07F47RVW8,100% verified are happier
B07F4HTWHK,100% verified are happier
B07F4K3HXJ,100% verified are happier
B07F4NHYN8,127% non-verified are happier
B07F58XLWD,100% verified are happier
B07F58YP2Z,Sentiment is neutral for both
B07F592713,0% non-verified are happier
B07F59JYKS,100% verified are happier
B07F5F5G9S,0% non-verified are happier
B07F5FMZ42,100% verified are happier
B07F5M3K1Y,100% verified are happier
B07F5PX9Y3,100% verified are happier
B07F5S1W6N,Sentiment is neutral for both
B07F5TBJPS,100% verified are happier
B07F5TDFJH,100% verified are happier
B07F5TNCWL,100% verified are happier
B07F5WS29S,0% non-verified are happier
B07F5ZXRT7,0% non-verified are happier
B07F63D5YT,100% verified are happier
B07F63ZKD6,100% verified are happier
B07F64SQWS,100% verified are happier
B07F654SY9,100% verified are happier
B07F67K82L,100% verified are happier
B07F68QJ2J,0% non-verified are happier
B07F68W5DF,100% verified are happier
B07F69KR6K,100% verified are happier
B07F6BJLLV,100% verified are happier
B07F6BMDRG,100% verified are happier
B07F6BQT5T,100% verified are happier
B07F6C9YNL,0% non-verified are happier
B07F6CG76G,100% non-verified are happier
B07F6DLT3G,100% verified are happier
B07F6FHTPJ,100% verified are happier
B07F6KQGJT,Sentiment is neutral for both
B07F6LYP76,0% non-verified are happier
B07F6QC78B,100% verified are happier
B07F6SF79S,100% verified are happier
B07F6SFYFK,100% verified are happier
B07F6SKHN4,100% verified are happier
B07F6TG5N4,0% verified are happier
B07F6V5NCY,100% verified are happier
B07F6WGWSJ,100% verified are happier
B07F6WT2VP,100% verified are happier
B07F6XDKKX,100% verified are happier
B07F6Y14BS,100% verified are happier
B07F6Z39QC,0% verified are happier
B07F6ZVK9H,Sentiment is neutral for both
B07F72LQKC,100% verified are happier
B07F72Q1JF,0% non-verified are happier
B07F72Z9M4,100% verified are happier
B07F72ZPP4,100% verified are happier
B07F73H81K,100% verified are happier
B07F75KDLJ,100% verified are happier
B07F75YNGD,100% verified are happier
B07F7741WR,100% verified are happier
B07F78RXQT,Sentiment is neutral for both
B07F7CHXNY,100% verified are happier
B07F7CPGK5,Sentiment is neutral for both
B07F7G7NYL,100% verified are happier
B07F7HQ4P3,100% verified are happier
B07F7MBMJ2,100% verified are happier
B07F7PNYMY,100% verified are happier
B07F7R8VVM,Sentiment is neutral for both
B07F7RFDG9,100% verified are happier
B07F7RYKF6,100% verified are happier
B07F7SBWW4,0% non-verified are happier
B07F7TNW5V,100% verified are happier
B07F7V31JK,100% verified are happier
B07F7VMY5Z,100% verified are happier
B07F7VZTRX,100% non-verified are happier
B07F8167WJ,100% non-verified are happier
B07F81Q3J4,100% verified are happier
B07F82YNP6,Sentiment is neutral for both
B07F83F8B8,100% verified are happier
B07F8FQ8ST,100% verified are happier
B07F8G71KD,100% verified are happier
B07F8G75T9,0% non-verified are happier
B07F8HKPHM,0% non-verified are happier
B07F8JHR5S,100% verified are happier
B07F8KBVN8,100% verified are happier
B07F8L1K6W,100% verified are happier
B07F8MJMKR,Sentiment is neutral for both
B07F8NBKRH,100% verified are happier
B07F8P3ZB3,100% verified are happier
B07F8PC9XN,100% verified are happier
B07F8QCPTJ,100% verified are happier
B07F8QQD2D,0% non-verified are happier
B07F8RNMBY,0% non-verified are happier
B07F8RTWKQ,100% verified are happier
B07F8SC3YQ,100% verified are happier
B07F8SNL5K,100% verified are happier
B07F8SVR4J,100% verified are happier
B07F8W2DDT,0% non-verified are happier
B07F91DHWS,100% verified are happier
B07F91S35R,100% verified are happier
B07F969XYG,100% verified are happier
B07F9G2LFL,100% verified are happier
B07F9J32M8,100% verified are happier
B07F9JGXBY,Sentiment is neutral for both
B07F9JXR1M,Sentiment is neutral for both
B07F9K39TJ,100% verified are happier
B07F9LQ3GN,100% verified are happier
B07F9MBFM6,100% verified are happier
B07F9MD56C,0% non-verified are happier
B07F9MH9M1,100% verified are happier
B07F9NB2MJ,100% verified are happier
B07F9P545V,100% verified are happier
B07F9S3VGV,100% verified are happier
B07F9XJRMR,0% non-verified are happier
B07F9Z3D75,100% verified are happier
B07FB15HXD,0% non-verified are happier
B07FB1K2CX,100% verified are happier
B07FB335D4,100% verified are happier
B07FB3HW9W,Sentiment is neutral for both
B07FB5J4N6,100% verified are happier
B07FB6TYS7,100% verified are happier
B07FB7Z7LN,100% verified are happier
B07FB9GF8T,100% verified are happier
B07FBBPF7N,Sentiment is neutral for both
B07FBGNTJ5,0% non-verified are happier
B07FBHK8FH,100% verified are happier
B07FBJMPW8,100% verified are happier
B07FBRXR55,100% verified are happier
B07FBS3R71,100% verified are happier
B07FBY5V3Q,100% verified are happier
B07FBY68WR,100% verified are happier
B07FC4KTG4,68% verified are happier
B07FC514PL,Sentiment is neutral for both
B07FC54T1Y,100% verified are happier
B07FC5DRX3,100% verified are happier
B07FC6BXY5,100% verified are happier
B07FC7RKY9,100% verified are happier
B07FC9174S,100% verified are happier
B07FC9ZWFS,100% verified are happier
B07FCC4ZKP,100% verified are happier
B07FCC8DL5,80% verified are happier
B07FCG47NL,0% non-verified are happier
B07FCGCVLX,100% verified are happier
B07FCH6625,100% verified are happier
B07FCHMPKC,100% verified are happier
B07FCKSXP7,Sentiment is neutral for both
B07FCKWGLM,100% verified are happier
B07FCLTG12,0% non-verified are happier
B07FCP4HX4,100% verified are happier
B07FCRZBXV,0% non-verified are happier
B07FCV8CZH,100% verified are happier
B07FCVQ85G,100% verified are happier
B07FCW972S,100% verified are happier
B07FCWT66G,100% verified are happier
B07FCX7ZH5,100% non-verified are happier
B07FCZVNTY,100% non-verified are happier
B07FD2H49V,Sentiment is neutral for both
B07FD2JCSN,100% verified are happier
B07FD2MGPL,100% verified are happier
B07FD4P98N,100% verified are happier
B07FDB5LMC,100% verified are happier
B07FDFWJS6,100% verified are happier
B07FDJ5VQX,100% verified are happier
B07FDKKNNS,100% verified are happier
B07FDL7DJN,100% verified are happier
B07FDRN185,100% verified are happier
B07FDSD9NS,100% non-verified are happier
B07FDTF1HZ,100% verified are happier
B07FDWYCTL,100% verified are happier
B07FDXDP6R,100% verified are happier
B07FDXWG1F,Sentiment is neutral for both
B07FDZ7TL6,100% verified are happier
B07FF15VYZ,100% verified are happier
B07FF1PLP2,100% verified are happier
B07FF1W8XJ,100% non-verified are happier
B07FF2498G,100% verified are happier
B07FF2R6HN,100% verified are happier
B07FF2WYSS,100% verified are happier
B07FF4JZ9C,100% verified are happier
B07FF55RBM,Sentiment is neutral for both
B07FF5XCG2,100% verified are happier
B07FF62HKH,100% verified are happier
B07FF62KTM,100% verified are happier
B07FF86P73,100% verified are happier
B07FF99C6B,100% non-verified are happier
B07FFB23JS,100% verified are happier
B07FFB2B64,100% verified are happier
B07FFC6ZSS,100% verified are happier
B07FFCK54R,100% verified are happier
B07FFFX83T,75% verified are happier
B07FFG6TGS,100% verified are happier
B07FFH5HWY,85% verified are happier
B07FFKZB7F,0% non-verified are happier
B07FFP1LL9,100% verified are happier
B07FFPNWWJ,100% verified are happier
B07FFQTYBR,Sentiment is neutral for both
B07FFSFZ4Q,100% verified are happier
B07FFTQDVK,100% verified are happier
B07FFVRLL7,100% verified are happier
B07FFW14KZ,100% verified are happier
B07FFWTH51,0% non-verified are happier
B07FG7P4KQ,100% verified are happier
B07FG7R7VN,100% verified are happier
B07FG8261C,100% verified are happier
B07FH7XJG3,Sentiment is neutral for both
B07FHDSPND,100% non-verified are happier
B07FHK2Z35,100% verified are happier
B07FHL92X4,100% non-verified are happier
B07FJ6SVCW,100% verified are happier
B07FJ6X4LS,100% verified are happier
B07FJ8TYKC,100% non-verified are happier
B07FJF9TLJ,0% verified are happier
B07FJLGL3T,100% verified are happier
B07FJLTYS9,100% verified are happier
B07FJMJX2S,100% verified are happier
B07FJS4NKT,100% verified are happier
B07FJVX9PV,100% verified are happier
B07FJWLP6H,100% verified are happier
B07FK19F9F,100% verified are happier
B07FK228ML,100% verified are happier
B07FK2FDMS,100% verified are happier
B07FK2JZZQ,100% verified are happier
B07FK2R8WR,Sentiment is neutral for both
B07FK48HXK,100% verified are happier
B07FK59X5R,100% verified are happier
B07FK5G9WF,100% non-verified are happier
B07FK753BG,0% non-verified are happier
B07FK7S9Y2,100% non-verified are happier
B07FKD6J76,0% verified are happier
B07FKDHW4B,100% verified are happier
B07FKDZVZ2,100% verified are happier
B07FKG1H4S,100% non-verified are happier
B07FKGGLCW,0% non-verified are happier
B07FKK2DBK,100% verified are happier
B07FKK689H,100% verified are happier
B07FKKD86H,99% verified are happier
B07FKR9C6P,100% verified are happier
B07FKRNFQZ,100% verified are happier
B07FKVTYJX,0% non-verified are happier
B07FKW2DBG,100% verified are happier
B07FKWLS68,Sentiment is neutral for both
B07FKX61DJ,100% verified are happier
B07FKXWYQD,100% verified are happier
B07FKZMX1T,100% verified are happier
B07FL4SZ91,100% verified are happier
B07FL5HTXF,100% verified are happier
B07FL5LR3B,100% verified are happier
B07FL7V3J6,0% verified are happier
B07FL8CYB9,100% verified are happier
B07FL96NBL,100% verified are happier
B07FLC5KDV,100% non-verified are happier
B07FLGB567,100% verified are happier
B07FLH91M3,100% verified are happier
B07FLJ8LNL,100% verified are happier
B07FLK2MJ2,100% verified are happier
B07FLKRF9C,100% verified are happier
B07FLN642T,100% verified are happier
B07FLPSRSQ,100% verified are happier
B07FLPST8D,100% verified are happier
B07FLPVKTG,100% verified are happier
B07FLQD59B,100% verified are happier
B07FLQJWRL,100% verified are happier
B07FLS4BP1,100% verified are happier
B07FLTFVZW,100% verified are happier
B07FLW4CST,100% verified are happier
B07FLW6F99,100% verified are happier
B07FLWN6G4,100% verified are happier
B07FLX3DC2,100% non-verified are happier
B07FLYFVNT,Sentiment is neutral for both
B07FLZ3DZT,100% verified are happier
B07FLZNV9M,100% verified are happier
B07FM26B2V,100% verified are happier
B07FM2JL8S,100% verified are happier
B07FM4XT71,100% verified are happier
B07FM64SPJ,100% verified are happier
B07FM69672,100% non-verified are happier
B07FM93KR7,100% verified are happier
B07FM97SCV,100% verified are happier
B07FM9LSHW,100% verified are happier
B07FMBG58V,100% verified are happier
B07FMCJW8T,100% verified are happier
B07FMCML38,100% verified are happier
B07FMDFWP4,100% non-verified are happier
B07FMG9338,100% verified are happier
B07FMH13N6,100% verified are happier
B07FMHRZVH,100% verified are happier
B07FMHY4G4,100% verified are happier
B07FMHY5HR,100% verified are happier
B07FMJPK73,0% non-verified are happier
B07FMJQMH2,0% non-verified are happier
B07FMJSDNT,100% verified are happier
B07FMK277C,0% non-verified are happier
B07FMK5HLY,100% verified are happier
B07FMK7NX5,100% verified are happier
B07FMK9YJR,0% non-verified are happier
B07FML2JMT,100% verified are happier
B07FMMRBNY,100% verified are happier
B07FMPL448,100% non-verified are happier
B07FMQFWLT,0% non-verified are happier
B07FMR3PJK,100% verified are happier
B07FMR53F7,100% verified are happier
B07FMR7LHV,100% verified are happier
B07FMRQVPN,100% verified are happier
B07FMT96K2,Sentiment is neutral for both
B07FMT9KT1,100% verified are happier
B07FMTD81G,100% verified are happier
B07FMTHZV9,100% verified are happier
B07FMVW6VB,100% verified are happier
B07FMW6HBF,100% non-verified are happier
B07FMXPLJF,100% verified are happier
B07FMYTKD5,100% verified are happier
B07FMZW62K,Sentiment is neutral for both
B07FN16DFX,100% verified are happier
B07FN1VXQX,0% non-verified are happier
B07FN4M45L,100% verified are happier
B07FN4M589,100% verified are happier
B07FN4NP5Z,100% verified are happier
B07FN4WFW8,100% verified are happier
B07FN5JZK7,100% verified are happier
B07FN5VZ6P,100% verified are happier
B07FN7Z7VN,0% non-verified are happier
B07FNBRNYN,100% verified are happier
B07FNBXVKB,100% verified are happier
B07FNBYVNB,100% verified are happier
B07FNC3453,100% verified are happier
B07FNDMD6Z,100% verified are happier
B07FNDR579,100% verified are happier
B07FNF2X4F,100% verified are happier
B07FNFJTLL,100% verified are happier
B07FNGDK3Q,100% verified are happier
B07FNGKHZW,100% verified are happier
B07FNH3M6J,100% verified are happier
B07FNH41W2,Sentiment is neutral for both
B07FNH8C5C,0% non-verified are happier
B07FNJGC8K,Sentiment is neutral for both
B07FNJSZRJ,100% verified are happier
B07FNK4CBS,0% non-verified are happier
B07FNKCCVX,100% verified are happier
B07FNKDDC7,100% verified are happier
B07FNKWM6Y,100% verified are happier
B07FNLCPVB,100% verified are happier
B07FNLF4ND,100% verified are happier
B07FNLZVY7,100% verified are happier
B07FNMDSDK,100% verified are happier
B07FNMP6C7,100% verified are happier
B07FNN7VBP,142% non-verified are happier
B07FNNPR9F,100% verified are happier
B07FNNWMVY,0% non-verified are happier
B07FNPH4V7,100% verified are happier
B07FNPMRQ4,100% non-verified are happier
B07FNSM3K1,0% non-verified are happier
B07FNSTXCM,100% verified are happier
B07FNSZKGM,100% verified are happier
B07FNT22JY,100% verified are happier
B07FNVS2N8,100% verified are happier
B07FNX5SKK,100% verified are happier
B07FNXCKCZ,100% verified are happier
B07FNZQHHW,100% verified are happier
B07FNZW3SD,100% verified are happier
B07FP17HKT,Sentiment is neutral for both
B07FP1VHQN,0% non-verified are happier
B07FP2C8N8,100% non-verified are happier
B07FP2MYPN,100% verified are happier
B07FP3WLTF,100% non-verified are happier
